,Identificador,Titulo,Data,Local,Status,Texto,Resposta
67,ID: 158438109,Propaganda enganosa ,31/01/2023 às 09:50,Rio de Janeiro - RJ,Não respondida,Vem aqui passar minha indignacao pela garantia da bateria moura quando em sua garantia diz se que tem 18 meses da mesma portanto minha bateria com 6 meses apresentou um defeito.defeito esse que a bateria do nada decarrega e se acaba mesmo e pelo que pide ve na garantia parecia defeito cronico pq varias pessoas estavam trocando com p mesmo defeito e foi feita a troca sem contextar nada o rapaz da garantia ..porem ela deu o mesmo problema do mesmo jeito descarrega do nada e nao carregando nem por reza enfim levei a ate garantia o gerente deu a seguinte resposta quando a bateria eh trocada ela do tem 3 meses de garantia vcs na moura nao dao uma aula basica eles de cdc quando um objeto eh trocado pela garantia ela passa ter mesma garantia legal ou seja 18 meses enfim quer dizer se a bateria der defeito em 7 dias ela passa a ter 3 meses e 7 dias de garantia aguardo rerorno caso contrario irie acionar os meios cabiveis meu carro esta parado a 10 dias e nao vou ficar no prejuizo um amigo comprou uma de menor qualidade e esta bo carro ate hj sem da defeito comprei outras nesse mesmo tempo e estao normais ddsde ja obrigado .ressaltando garantia do rj estrada do monteiro .,
68,ID: 158346777,Bateria com defeito ,29/01/2023 às 23:22,Guarulhos - SP,Não respondida,"No dia 05/11/2022 fui em uma loja mercadocar q fica localizada na avenida marechal tito n 5699 no itaim paulista,e comprei uma bateria de 60 amperes da marca Moura eles instalaram no meu carro e após dois meses a bateria apresentou um vício oculto meu mecânico retirou a mesma e fui ate um ponto de garantias moura e fui informado q não poderiam trocar o produto pois estava com um furo na parte inferior da bateria devido a uma corrosão interna q foi indentificado por um atendente no momento em q cheguei ao local de garantia,sem ao menos fazer uma análise técnica do produto,pois já condenou no ato informando q a garantia não seria possível,pois o vício oculto ocasionou uma corrosão e formou um buraco na parte de baixo,então fui ate a loja mercado car ver se eles resolviam o meu problema,pois comprei o produto com vício oculto então eles me informaram q não poderiam fazer nada referente a isso,então acabei ficando no prejuízo e tive q comprar outra bateria.",
69,ID: 158317371,Mourafacil trocou minha bateria e travou a multimídia ,28/01/2023 às 22:20,Rio de Janeiro - RJ,Resolvido,"Efetuei a troca da minha bateria através do serviço mourafacil. O técnico trocou a bateria, fiz o pagamento e ao ligar o veículo a minha multimídia estava pedindo código anti furto. KFalamos com rapaz que fez a instalação e o mesmo relatou que o sistema iria reconfigurar sozinho, o que não foi verdade.Pesquisei na internet e verifiquei que toda a troca de bateria desses carros com multimídia devem ser feitos com auxílio de uma bateria auxiliar para que justamente não ocorram esses tipos de pane.Agora estou com um carro que não posso fazer uso da multimídia por uma falha dos senhores. Quero saber como iremos resolver isso, pois a concessionária cobra um valor para realizar o desbloqueio.",
70,ID: 158598967,Pedi á troca de uma bateria depois cancelamento e estorno e não tive retorno,02/02/2023 às 11:35,Belo Horizonte - MG,Não respondida,"Tenho um volkswagen GOL, pedi uma bateria no SITE data MOURA no dia 25/01/2023 (Quarte-feira), a bateria funcionou apenas por 4 dias, quando fui verificar o modelo e era diferente do que estava antes no meu carro. Abri uma solicitação de troca do dia 29/01/2023 (Domingo) e outra no dia 30/01/2023. Porém não tive resposta, apenas que foi criada a solicitação.Devido a demora e eu estar sem utilizar o carro, fiz algumas ligações para a MOURA e saber o status, devido a demora pedi o cancelamento e estorno no dia 02/02/2023 pelo telefone. Me disseram que não poderiam me dar resposta do cancelamento por já haver outra solicitação em andamento e eu não poderia falar com o setor responsável pelo cancelamento.Estou a 5 dias sem utilizar meu carro, a Moura não me passou nenhum posicionamento, não estou conseguindo conversar com o setor responsável para cancelar e estornar o valor.Muito frustrante essa situação, pois para vender, no site deles está em 50 minutos de entrega. Porém para cancelar ou trocar, ninguém sabe o dia e nem o prazo.Uma dica é nunca baterias de nenhum modelo da marca MOURA, pois, se apresentar defeito, você não vai conseguir utilizar seu carro por muito tempo.",
71,ID: 158583263,Bateria que dura 3 meses ,02/02/2023 às 08:20,Osasco - SP,Não respondida,"Comprei uma bateria pela internet pelo próprio site da Moura no mês de Agosto, em Novembro, quando fui sair com o carro para mais um dia de trabalho o carro não ligava. Liguei para Moura para relatar o problema e eles agendaram um técnico para ir até a minha residência e ainda tive que pagar aproximadamente 60,00. O mesmo retirou a bateria e quase 2 meses depois recebi um retorno que a bateria foi restaurada e que fariam a devolução da mesma cobrando novamente a mesma taxa!!! Absurdo ter que pagar essas taxas onde comprei uma bateria nova.",
72,ID: 158548633,Cadê a garantia?,01/02/2023 às 15:58,Uberlândia - MG,Não respondida,"No último dia 27/01 realizei uma compra de bateria via site da Moura. A promessa era que entregariam instalada e testada em até 50 minutos. Até aí tudo certo. Porém, a pessoa que veio trazer e instalar a bateria no meu carro não me entregou a nota fiscal do produto. Quando o questionei a respeito ele disse que a nota seria enviada por e-mail em até 2 dias úteis. Entrei em contato com a empresa via e-mail, mas não me retornaram até o momento.",
73,ID: 158546593,Garantia - tempo de troca da bateria,01/02/2023 às 15:36,Joinville - SC,Não respondida,"Boa tardeComprei uma bateria estacionaria modelo 12MS234 Solar, e em 4 meses apresentou problemas.Encaminhei para a assistência técnica em Araquari SC, onde fui muito bem atendido, entretanto, informaram que a bateria deverá ser trocada em garantia, e que levará em média 40 dias para chegar da Fábrica.Neste sentido, solicitei uma bateria em empréstimo até o retorno da bateria em garantia, e informaram que não possuem esta bateria em estoque.Tive experiências com a marca AD DELCO FREEDON, onde imediatamente disponibilizavam uma bateria de empréstimo.Acho um absurdo, aguardar 40 dias para um troca de bateria, um descaso com os clientes.",
74,ID: 158480631,Propaganda Enganosa,31/01/2023 às 17:28,Porto Alegre - RS,Não respondida,"Bom dia. Comprei de vocês o principal serviço de vocês e vocês não cumpriram com o lado de vocês na prestação. Me prometeram no slogan da página que minha bateria estaria instalada em 50 minutos no meu carro.Pontos:1. O sistema indicava que ele já tinha saído do local de origem, sendo que se realmente tivesse saído, em 5 minutos estava no destino.2. O colaborador da Moura chegou 51 minutos após a confirmação pela própria Moura que o pedido estava confirmado.3. Se contar o tempo de instalação, entre outras coisas, deu 1:30h.4. Estava na frente de uma oficina e poderia esperar abrir para comprar a batera e instalar, mas caí no [Editado pelo Reclame Aqui], infelizmente. Perdi uma reunião e só agora estou conseguindo chegar na frente do computador. Comecei às 7:07.Se vcs prometem e usam a métrica de tempo para vender, devem cumpri-lá, pois estão mentindo para as pessoas!",
75,ID: 158478509,"Baterias Moura, péssima assistência ",31/01/2023 às 17:02,Salvador - BA,Não respondida,"Fiz a compra de uma bateria Moura, em agosto/22, a mesma descarregou por completo, com apenas uma semana sem rodar com o carro, meu carro está com a elétrica ok, fiz a avaliação pois pensei que poderia está com fulga de energia, mas o problema era mesmo a bateria, levei pra assistência em Lauro de Freitas/BA, me deram 2 dias pra entregar, nisso já tem quase uma semana, toda hora uma desculpa, já fui na loja a qual informaram que levariam a bateria 4 vezes e nada, até o pessoal da loja falou mau da assistência, resumindo, a bateria não presta (paguei R$ 578), a assistência eh pior ainda, faz o cliente passar raiva, conselho? Corra, só tem nome.",
76,ID: 158438109,Propaganda enganosa ,31/01/2023 às 09:50,Rio de Janeiro - RJ,Não respondida,Vem aqui passar minha indignacao pela garantia da bateria moura quando em sua garantia diz se que tem 18 meses da mesma portanto minha bateria com 6 meses apresentou um defeito.defeito esse que a bateria do nada decarrega e se acaba mesmo e pelo que pide ve na garantia parecia defeito cronico pq varias pessoas estavam trocando com p mesmo defeito e foi feita a troca sem contextar nada o rapaz da garantia ..porem ela deu o mesmo problema do mesmo jeito descarrega do nada e nao carregando nem por reza enfim levei a ate garantia o gerente deu a seguinte resposta quando a bateria eh trocada ela do tem 3 meses de garantia vcs na moura nao dao uma aula basica eles de cdc quando um objeto eh trocado pela garantia ela passa ter mesma garantia legal ou seja 18 meses enfim quer dizer se a bateria der defeito em 7 dias ela passa a ter 3 meses e 7 dias de garantia aguardo rerorno caso contrario irie acionar os meios cabiveis meu carro esta parado a 10 dias e nao vou ficar no prejuizo um amigo comprou uma de menor qualidade e esta bo carro ate hj sem da defeito comprei outras nesse mesmo tempo e estao normais ddsde ja obrigado .ressaltando garantia do rj estrada do monteiro .,
77,ID: 158346777,Bateria com defeito ,29/01/2023 às 23:22,Guarulhos - SP,Não respondida,"No dia 05/11/2022 fui em uma loja mercadocar q fica localizada na avenida marechal tito n 5699 no itaim paulista,e comprei uma bateria de 60 amperes da marca Moura eles instalaram no meu carro e após dois meses a bateria apresentou um vício oculto meu mecânico retirou a mesma e fui ate um ponto de garantias moura e fui informado q não poderiam trocar o produto pois estava com um furo na parte inferior da bateria devido a uma corrosão interna q foi indentificado por um atendente no momento em q cheguei ao local de garantia,sem ao menos fazer uma análise técnica do produto,pois já condenou no ato informando q a garantia não seria possível,pois o vício oculto ocasionou uma corrosão e formou um buraco na parte de baixo,então fui ate a loja mercado car ver se eles resolviam o meu problema,pois comprei o produto com vício oculto então eles me informaram q não poderiam fazer nada referente a isso,então acabei ficando no prejuízo e tive q comprar outra bateria.",
78,ID: 158317371,Mourafacil trocou minha bateria e travou a multimídia ,28/01/2023 às 22:20,Rio de Janeiro - RJ,Resolvido,"Efetuei a troca da minha bateria através do serviço mourafacil. O técnico trocou a bateria, fiz o pagamento e ao ligar o veículo a minha multimídia estava pedindo código anti furto. KFalamos com rapaz que fez a instalação e o mesmo relatou que o sistema iria reconfigurar sozinho, o que não foi verdade.Pesquisei na internet e verifiquei que toda a troca de bateria desses carros com multimídia devem ser feitos com auxílio de uma bateria auxiliar para que justamente não ocorram esses tipos de pane.Agora estou com um carro que não posso fazer uso da multimídia por uma falha dos senhores. Quero saber como iremos resolver isso, pois a concessionária cobra um valor para realizar o desbloqueio.",
79,ID: 158243177,Baterias Moura,27/01/2023 às 12:25,Guarulhos - SP,Respondida,"Comprei uma bateria Moura 60 ap no mercado car no   dia 25/10/2021 ,com uma garantia de 18  meses , no dia 31 de dezembro de 2022 a bateria começou a dar problemas ,então no 05 /01/2023 me dirigi ao mercado car ,lá me informaram que a troca não era na loja e me passaram um endereço da assistência, perdi um DIA de trabalho indo lá, chegando lá eles não quiseram fazer a troca e me mandaram em outro lugar onde fui informado que não seria feita a troca por que um pedacinho do polo estava danificado então abri um chamado pela Central na Moura onde fui informado que não fariam a troca e fiquei com o prejuízo de 469,90 ,tive que comprar outra bateria e tive um prejuízo maior .",
80,ID: 158583263,Bateria que dura 3 meses ,02/02/2023 às 08:20,Osasco - SP,Não respondida,"Comprei uma bateria pela internet pelo próprio site da Moura no mês de Agosto, em Novembro, quando fui sair com o carro para mais um dia de trabalho o carro não ligava. Liguei para Moura para relatar o problema e eles agendaram um técnico para ir até a minha residência e ainda tive que pagar aproximadamente 60,00. O mesmo retirou a bateria e quase 2 meses depois recebi um retorno que a bateria foi restaurada e que fariam a devolução da mesma cobrando novamente a mesma taxa!!! Absurdo ter que pagar essas taxas onde comprei uma bateria nova.",
81,ID: 158548633,Cadê a garantia?,01/02/2023 às 15:58,Uberlândia - MG,Não respondida,"No último dia 27/01 realizei uma compra de bateria via site da Moura. A promessa era que entregariam instalada e testada em até 50 minutos. Até aí tudo certo. Porém, a pessoa que veio trazer e instalar a bateria no meu carro não me entregou a nota fiscal do produto. Quando o questionei a respeito ele disse que a nota seria enviada por e-mail em até 2 dias úteis. Entrei em contato com a empresa via e-mail, mas não me retornaram até o momento.",
82,ID: 158546593,Garantia - tempo de troca da bateria,01/02/2023 às 15:36,Joinville - SC,Não respondida,"Boa tardeComprei uma bateria estacionaria modelo 12MS234 Solar, e em 4 meses apresentou problemas.Encaminhei para a assistência técnica em Araquari SC, onde fui muito bem atendido, entretanto, informaram que a bateria deverá ser trocada em garantia, e que levará em média 40 dias para chegar da Fábrica.Neste sentido, solicitei uma bateria em empréstimo até o retorno da bateria em garantia, e informaram que não possuem esta bateria em estoque.Tive experiências com a marca AD DELCO FREEDON, onde imediatamente disponibilizavam uma bateria de empréstimo.Acho um absurdo, aguardar 40 dias para um troca de bateria, um descaso com os clientes.",
83,ID: 158480631,Propaganda Enganosa,31/01/2023 às 17:28,Porto Alegre - RS,Não respondida,"Bom dia. Comprei de vocês o principal serviço de vocês e vocês não cumpriram com o lado de vocês na prestação. Me prometeram no slogan da página que minha bateria estaria instalada em 50 minutos no meu carro.Pontos:1. O sistema indicava que ele já tinha saído do local de origem, sendo que se realmente tivesse saído, em 5 minutos estava no destino.2. O colaborador da Moura chegou 51 minutos após a confirmação pela própria Moura que o pedido estava confirmado.3. Se contar o tempo de instalação, entre outras coisas, deu 1:30h.4. Estava na frente de uma oficina e poderia esperar abrir para comprar a batera e instalar, mas caí no [Editado pelo Reclame Aqui], infelizmente. Perdi uma reunião e só agora estou conseguindo chegar na frente do computador. Comecei às 7:07.Se vcs prometem e usam a métrica de tempo para vender, devem cumpri-lá, pois estão mentindo para as pessoas!",
84,ID: 158478509,"Baterias Moura, péssima assistência ",31/01/2023 às 17:02,Salvador - BA,Não respondida,"Fiz a compra de uma bateria Moura, em agosto/22, a mesma descarregou por completo, com apenas uma semana sem rodar com o carro, meu carro está com a elétrica ok, fiz a avaliação pois pensei que poderia está com fulga de energia, mas o problema era mesmo a bateria, levei pra assistência em Lauro de Freitas/BA, me deram 2 dias pra entregar, nisso já tem quase uma semana, toda hora uma desculpa, já fui na loja a qual informaram que levariam a bateria 4 vezes e nada, até o pessoal da loja falou mau da assistência, resumindo, a bateria não presta (paguei R$ 578), a assistência eh pior ainda, faz o cliente passar raiva, conselho? Corra, só tem nome.",
85,ID: 158438109,Propaganda enganosa ,31/01/2023 às 09:50,Rio de Janeiro - RJ,Não respondida,Vem aqui passar minha indignacao pela garantia da bateria moura quando em sua garantia diz se que tem 18 meses da mesma portanto minha bateria com 6 meses apresentou um defeito.defeito esse que a bateria do nada decarrega e se acaba mesmo e pelo que pide ve na garantia parecia defeito cronico pq varias pessoas estavam trocando com p mesmo defeito e foi feita a troca sem contextar nada o rapaz da garantia ..porem ela deu o mesmo problema do mesmo jeito descarrega do nada e nao carregando nem por reza enfim levei a ate garantia o gerente deu a seguinte resposta quando a bateria eh trocada ela do tem 3 meses de garantia vcs na moura nao dao uma aula basica eles de cdc quando um objeto eh trocado pela garantia ela passa ter mesma garantia legal ou seja 18 meses enfim quer dizer se a bateria der defeito em 7 dias ela passa a ter 3 meses e 7 dias de garantia aguardo rerorno caso contrario irie acionar os meios cabiveis meu carro esta parado a 10 dias e nao vou ficar no prejuizo um amigo comprou uma de menor qualidade e esta bo carro ate hj sem da defeito comprei outras nesse mesmo tempo e estao normais ddsde ja obrigado .ressaltando garantia do rj estrada do monteiro .,
86,ID: 158346777,Bateria com defeito ,29/01/2023 às 23:22,Guarulhos - SP,Não respondida,"No dia 05/11/2022 fui em uma loja mercadocar q fica localizada na avenida marechal tito n 5699 no itaim paulista,e comprei uma bateria de 60 amperes da marca Moura eles instalaram no meu carro e após dois meses a bateria apresentou um vício oculto meu mecânico retirou a mesma e fui ate um ponto de garantias moura e fui informado q não poderiam trocar o produto pois estava com um furo na parte inferior da bateria devido a uma corrosão interna q foi indentificado por um atendente no momento em q cheguei ao local de garantia,sem ao menos fazer uma análise técnica do produto,pois já condenou no ato informando q a garantia não seria possível,pois o vício oculto ocasionou uma corrosão e formou um buraco na parte de baixo,então fui ate a loja mercado car ver se eles resolviam o meu problema,pois comprei o produto com vício oculto então eles me informaram q não poderiam fazer nada referente a isso,então acabei ficando no prejuízo e tive q comprar outra bateria.",
87,ID: 158317371,Mourafacil trocou minha bateria e travou a multimídia ,28/01/2023 às 22:20,Rio de Janeiro - RJ,Resolvido,"Efetuei a troca da minha bateria através do serviço mourafacil. O técnico trocou a bateria, fiz o pagamento e ao ligar o veículo a minha multimídia estava pedindo código anti furto. KFalamos com rapaz que fez a instalação e o mesmo relatou que o sistema iria reconfigurar sozinho, o que não foi verdade.Pesquisei na internet e verifiquei que toda a troca de bateria desses carros com multimídia devem ser feitos com auxílio de uma bateria auxiliar para que justamente não ocorram esses tipos de pane.Agora estou com um carro que não posso fazer uso da multimídia por uma falha dos senhores. Quero saber como iremos resolver isso, pois a concessionária cobra um valor para realizar o desbloqueio.",
88,ID: 158243177,Baterias Moura,27/01/2023 às 12:25,Guarulhos - SP,Respondida,"Comprei uma bateria Moura 60 ap no mercado car no   dia 25/10/2021 ,com uma garantia de 18  meses , no dia 31 de dezembro de 2022 a bateria começou a dar problemas ,então no 05 /01/2023 me dirigi ao mercado car ,lá me informaram que a troca não era na loja e me passaram um endereço da assistência, perdi um DIA de trabalho indo lá, chegando lá eles não quiseram fazer a troca e me mandaram em outro lugar onde fui informado que não seria feita a troca por que um pedacinho do polo estava danificado então abri um chamado pela Central na Moura onde fui informado que não fariam a troca e fiquei com o prejuízo de 469,90 ,tive que comprar outra bateria e tive um prejuízo maior .",
89,ID: 158241187,Bateria trocada pela segunda vez o mesmo problema ,27/01/2023 às 12:00,Nova Iguaçu - RJ,Não respondida,"Comprei a bateria de 12v pra colocar no carrinho do meu filho, esperamos descarregar e quando fomos recarregar ela não superou carga, estava como carregada mas quando ele foi andar descarregou na hora, levei na autorizada eles trocaram e agora deu o mesmo problema ",
90,ID: 158548633,Cadê a garantia?,01/02/2023 às 15:58,Uberlândia - MG,Não respondida,"No último dia 27/01 realizei uma compra de bateria via site da Moura. A promessa era que entregariam instalada e testada em até 50 minutos. Até aí tudo certo. Porém, a pessoa que veio trazer e instalar a bateria no meu carro não me entregou a nota fiscal do produto. Quando o questionei a respeito ele disse que a nota seria enviada por e-mail em até 2 dias úteis. Entrei em contato com a empresa via e-mail, mas não me retornaram até o momento.",
91,ID: 158546593,Garantia - tempo de troca da bateria,01/02/2023 às 15:36,Joinville - SC,Não respondida,"Boa tardeComprei uma bateria estacionaria modelo 12MS234 Solar, e em 4 meses apresentou problemas.Encaminhei para a assistência técnica em Araquari SC, onde fui muito bem atendido, entretanto, informaram que a bateria deverá ser trocada em garantia, e que levará em média 40 dias para chegar da Fábrica.Neste sentido, solicitei uma bateria em empréstimo até o retorno da bateria em garantia, e informaram que não possuem esta bateria em estoque.Tive experiências com a marca AD DELCO FREEDON, onde imediatamente disponibilizavam uma bateria de empréstimo.Acho um absurdo, aguardar 40 dias para um troca de bateria, um descaso com os clientes.",
92,ID: 158480631,Propaganda Enganosa,31/01/2023 às 17:28,Porto Alegre - RS,Não respondida,"Bom dia. Comprei de vocês o principal serviço de vocês e vocês não cumpriram com o lado de vocês na prestação. Me prometeram no slogan da página que minha bateria estaria instalada em 50 minutos no meu carro.Pontos:1. O sistema indicava que ele já tinha saído do local de origem, sendo que se realmente tivesse saído, em 5 minutos estava no destino.2. O colaborador da Moura chegou 51 minutos após a confirmação pela própria Moura que o pedido estava confirmado.3. Se contar o tempo de instalação, entre outras coisas, deu 1:30h.4. Estava na frente de uma oficina e poderia esperar abrir para comprar a batera e instalar, mas caí no [Editado pelo Reclame Aqui], infelizmente. Perdi uma reunião e só agora estou conseguindo chegar na frente do computador. Comecei às 7:07.Se vcs prometem e usam a métrica de tempo para vender, devem cumpri-lá, pois estão mentindo para as pessoas!",
93,ID: 158478509,"Baterias Moura, péssima assistência ",31/01/2023 às 17:02,Salvador - BA,Não respondida,"Fiz a compra de uma bateria Moura, em agosto/22, a mesma descarregou por completo, com apenas uma semana sem rodar com o carro, meu carro está com a elétrica ok, fiz a avaliação pois pensei que poderia está com fulga de energia, mas o problema era mesmo a bateria, levei pra assistência em Lauro de Freitas/BA, me deram 2 dias pra entregar, nisso já tem quase uma semana, toda hora uma desculpa, já fui na loja a qual informaram que levariam a bateria 4 vezes e nada, até o pessoal da loja falou mau da assistência, resumindo, a bateria não presta (paguei R$ 578), a assistência eh pior ainda, faz o cliente passar raiva, conselho? Corra, só tem nome.",
94,ID: 158438109,Propaganda enganosa ,31/01/2023 às 09:50,Rio de Janeiro - RJ,Não respondida,Vem aqui passar minha indignacao pela garantia da bateria moura quando em sua garantia diz se que tem 18 meses da mesma portanto minha bateria com 6 meses apresentou um defeito.defeito esse que a bateria do nada decarrega e se acaba mesmo e pelo que pide ve na garantia parecia defeito cronico pq varias pessoas estavam trocando com p mesmo defeito e foi feita a troca sem contextar nada o rapaz da garantia ..porem ela deu o mesmo problema do mesmo jeito descarrega do nada e nao carregando nem por reza enfim levei a ate garantia o gerente deu a seguinte resposta quando a bateria eh trocada ela do tem 3 meses de garantia vcs na moura nao dao uma aula basica eles de cdc quando um objeto eh trocado pela garantia ela passa ter mesma garantia legal ou seja 18 meses enfim quer dizer se a bateria der defeito em 7 dias ela passa a ter 3 meses e 7 dias de garantia aguardo rerorno caso contrario irie acionar os meios cabiveis meu carro esta parado a 10 dias e nao vou ficar no prejuizo um amigo comprou uma de menor qualidade e esta bo carro ate hj sem da defeito comprei outras nesse mesmo tempo e estao normais ddsde ja obrigado .ressaltando garantia do rj estrada do monteiro .,
95,ID: 158346777,Bateria com defeito ,29/01/2023 às 23:22,Guarulhos - SP,Não respondida,"No dia 05/11/2022 fui em uma loja mercadocar q fica localizada na avenida marechal tito n 5699 no itaim paulista,e comprei uma bateria de 60 amperes da marca Moura eles instalaram no meu carro e após dois meses a bateria apresentou um vício oculto meu mecânico retirou a mesma e fui ate um ponto de garantias moura e fui informado q não poderiam trocar o produto pois estava com um furo na parte inferior da bateria devido a uma corrosão interna q foi indentificado por um atendente no momento em q cheguei ao local de garantia,sem ao menos fazer uma análise técnica do produto,pois já condenou no ato informando q a garantia não seria possível,pois o vício oculto ocasionou uma corrosão e formou um buraco na parte de baixo,então fui ate a loja mercado car ver se eles resolviam o meu problema,pois comprei o produto com vício oculto então eles me informaram q não poderiam fazer nada referente a isso,então acabei ficando no prejuízo e tive q comprar outra bateria.",
96,ID: 158317371,Mourafacil trocou minha bateria e travou a multimídia ,28/01/2023 às 22:20,Rio de Janeiro - RJ,Resolvido,"Efetuei a troca da minha bateria através do serviço mourafacil. O técnico trocou a bateria, fiz o pagamento e ao ligar o veículo a minha multimídia estava pedindo código anti furto. KFalamos com rapaz que fez a instalação e o mesmo relatou que o sistema iria reconfigurar sozinho, o que não foi verdade.Pesquisei na internet e verifiquei que toda a troca de bateria desses carros com multimídia devem ser feitos com auxílio de uma bateria auxiliar para que justamente não ocorram esses tipos de pane.Agora estou com um carro que não posso fazer uso da multimídia por uma falha dos senhores. Quero saber como iremos resolver isso, pois a concessionária cobra um valor para realizar o desbloqueio.",
97,ID: 158243177,Baterias Moura,27/01/2023 às 12:25,Guarulhos - SP,Respondida,"Comprei uma bateria Moura 60 ap no mercado car no   dia 25/10/2021 ,com uma garantia de 18  meses , no dia 31 de dezembro de 2022 a bateria começou a dar problemas ,então no 05 /01/2023 me dirigi ao mercado car ,lá me informaram que a troca não era na loja e me passaram um endereço da assistência, perdi um DIA de trabalho indo lá, chegando lá eles não quiseram fazer a troca e me mandaram em outro lugar onde fui informado que não seria feita a troca por que um pedacinho do polo estava danificado então abri um chamado pela Central na Moura onde fui informado que não fariam a troca e fiquei com o prejuízo de 469,90 ,tive que comprar outra bateria e tive um prejuízo maior .",
98,ID: 158241187,Bateria trocada pela segunda vez o mesmo problema ,27/01/2023 às 12:00,Nova Iguaçu - RJ,Não respondida,"Comprei a bateria de 12v pra colocar no carrinho do meu filho, esperamos descarregar e quando fomos recarregar ela não superou carga, estava como carregada mas quando ele foi andar descarregou na hora, levei na autorizada eles trocaram e agora deu o mesmo problema ",
99,ID: 158187613,Bateria não segura carga,26/01/2023 às 15:09,Contagem - MG,Não respondida,"Dia 06/01/2023, comprei  uma bateria Moura na loja ""JOÃO BATERIAS LTDA., Rua CC, 372, Bairro Alvoredo, Contagem/MG, fone******* e*******.  Bateria com problemas, trouxe  um grande transtorno, meu veículo  FIAT ARGO 1.3, 2021/2022, foi todo descxonfigurado, desde o computar do bordo, direção elétrica  e etc.  O leve em  uma Oficina Eletrica, pague a menutenção, rastreamento e são foi solucionado. O Levei à Concessionária  FIAT, em contagem, o mesmo ficou  no  período  de 18/01/2023 à 26/01/2023, neste período levei ele à Concessionária,  por duas vezes no reboque.  Fizeram varios teste e reprogramações  e nada adiantou..  Até que no dia 25/01/2023, resolveram trocar a bateria e tudo voltou ao normal.   Levei a bateria até a loja credenciada da Bateria Moura, colocaram  uma baterio usada para aguardar  o teste.   Tenho todos os documentos da concessionaria  e das oficinas  credenciadas.     Ao chegar na revenda Moura, que a bateria estava sem nehuma carga.    Aguardo retorno",
100,ID: 158546593,Garantia - tempo de troca da bateria,01/02/2023 às 15:36,Joinville - SC,Não respondida,"Boa tardeComprei uma bateria estacionaria modelo 12MS234 Solar, e em 4 meses apresentou problemas.Encaminhei para a assistência técnica em Araquari SC, onde fui muito bem atendido, entretanto, informaram que a bateria deverá ser trocada em garantia, e que levará em média 40 dias para chegar da Fábrica.Neste sentido, solicitei uma bateria em empréstimo até o retorno da bateria em garantia, e informaram que não possuem esta bateria em estoque.Tive experiências com a marca AD DELCO FREEDON, onde imediatamente disponibilizavam uma bateria de empréstimo.Acho um absurdo, aguardar 40 dias para um troca de bateria, um descaso com os clientes.",
101,ID: 158480631,Propaganda Enganosa,31/01/2023 às 17:28,Porto Alegre - RS,Não respondida,"Bom dia. Comprei de vocês o principal serviço de vocês e vocês não cumpriram com o lado de vocês na prestação. Me prometeram no slogan da página que minha bateria estaria instalada em 50 minutos no meu carro.Pontos:1. O sistema indicava que ele já tinha saído do local de origem, sendo que se realmente tivesse saído, em 5 minutos estava no destino.2. O colaborador da Moura chegou 51 minutos após a confirmação pela própria Moura que o pedido estava confirmado.3. Se contar o tempo de instalação, entre outras coisas, deu 1:30h.4. Estava na frente de uma oficina e poderia esperar abrir para comprar a batera e instalar, mas caí no [Editado pelo Reclame Aqui], infelizmente. Perdi uma reunião e só agora estou conseguindo chegar na frente do computador. Comecei às 7:07.Se vcs prometem e usam a métrica de tempo para vender, devem cumpri-lá, pois estão mentindo para as pessoas!",
102,ID: 158478509,"Baterias Moura, péssima assistência ",31/01/2023 às 17:02,Salvador - BA,Não respondida,"Fiz a compra de uma bateria Moura, em agosto/22, a mesma descarregou por completo, com apenas uma semana sem rodar com o carro, meu carro está com a elétrica ok, fiz a avaliação pois pensei que poderia está com fulga de energia, mas o problema era mesmo a bateria, levei pra assistência em Lauro de Freitas/BA, me deram 2 dias pra entregar, nisso já tem quase uma semana, toda hora uma desculpa, já fui na loja a qual informaram que levariam a bateria 4 vezes e nada, até o pessoal da loja falou mau da assistência, resumindo, a bateria não presta (paguei R$ 578), a assistência eh pior ainda, faz o cliente passar raiva, conselho? Corra, só tem nome.",
103,ID: 158438109,Propaganda enganosa ,31/01/2023 às 09:50,Rio de Janeiro - RJ,Não respondida,Vem aqui passar minha indignacao pela garantia da bateria moura quando em sua garantia diz se que tem 18 meses da mesma portanto minha bateria com 6 meses apresentou um defeito.defeito esse que a bateria do nada decarrega e se acaba mesmo e pelo que pide ve na garantia parecia defeito cronico pq varias pessoas estavam trocando com p mesmo defeito e foi feita a troca sem contextar nada o rapaz da garantia ..porem ela deu o mesmo problema do mesmo jeito descarrega do nada e nao carregando nem por reza enfim levei a ate garantia o gerente deu a seguinte resposta quando a bateria eh trocada ela do tem 3 meses de garantia vcs na moura nao dao uma aula basica eles de cdc quando um objeto eh trocado pela garantia ela passa ter mesma garantia legal ou seja 18 meses enfim quer dizer se a bateria der defeito em 7 dias ela passa a ter 3 meses e 7 dias de garantia aguardo rerorno caso contrario irie acionar os meios cabiveis meu carro esta parado a 10 dias e nao vou ficar no prejuizo um amigo comprou uma de menor qualidade e esta bo carro ate hj sem da defeito comprei outras nesse mesmo tempo e estao normais ddsde ja obrigado .ressaltando garantia do rj estrada do monteiro .,
